id,AND_ID,PI_ID,PMID,ProjectNumber,subProjectNumber,PI_Name
26505,7424303,2104552,11413319,P30CA068485,9007.0,"TAMURA, MASAAKI"
26506,7424303,2104552,11774028,P30CA068485,9007.0,"TAMURA, MASAAKI"
26507,7424303,2104552,11751519,P30CA068485,9007.0,"TAMURA, MASAAKI"
26508,7424303,2104552,11729236,P30CA068485,9007.0,"TAMURA, MASAAKI"
26509,7424303,2104552,11764529,P30CA068485,9007.0,"TAMURA, MASAAKI"
26510,7424303,2104552,11289146,P30CA068485,9007.0,"TAMURA, MASAAKI"
26511,7424303,2104552,12369705,P30CA068485,9007.0,"TAMURA, MASAAKI"
26512,7424303,2104552,11568152,P30CA068485,9007.0,"TAMURA, MASAAKI"
26513,7424303,2104552,11560969,P30CA068485,9007.0,"TAMURA, MASAAKI"
26514,7424303,2104552,11359912,P30CA068485,9007.0,"TAMURA, MASAAKI"
26515,7424303,2104552,11278613,P30CA068485,9007.0,"TAMURA, MASAAKI"
26516,7424303,2104552,11160014,P30CA068485,9007.0,"TAMURA, MASAAKI"
26517,7424303,2104552,11679632,P30CA068485,9007.0,"TAMURA, MASAAKI"
26518,7424303,2104552,11350871,P30CA068485,9007.0,"TAMURA, MASAAKI"
26519,7424303,2104552,11389610,P30CA068485,9007.0,"TAMURA, MASAAKI"
26520,7424303,2104552,11714542,P30CA068485,9007.0,"TAMURA, MASAAKI"
26521,7424303,2104552,11414802,P30CA068485,9007.0,"TAMURA, MASAAKI"
26522,7424303,2104552,11556812,P30CA068485,9007.0,"TAMURA, MASAAKI"
26523,7424303,2104552,11292587,P30CA068485,9007.0,"TAMURA, MASAAKI"
26524,7424303,2104552,11404224,P30CA068485,9007.0,"TAMURA, MASAAKI"
26525,7424303,2104552,11454681,P30CA068485,9007.0,"TAMURA, MASAAKI"
26526,7424303,2104552,11278548,P30CA068485,9007.0,"TAMURA, MASAAKI"
26527,7424303,2104552,11279202,P30CA068485,9007.0,"TAMURA, MASAAKI"
26528,7424303,2104552,11549283,P30CA068485,9007.0,"TAMURA, MASAAKI"
26529,7424303,2104552,11239401,P30CA068485,9007.0,"TAMURA, MASAAKI"
26530,7424303,2104552,11739620,P30CA068485,9007.0,"TAMURA, MASAAKI"
26531,7424303,2104552,11412035,P30CA068485,9007.0,"TAMURA, MASAAKI"
26532,7424303,2104552,11313463,P30CA068485,9007.0,"TAMURA, MASAAKI"
26533,7424303,2104552,11319821,P30CA068485,9007.0,"TAMURA, MASAAKI"
26534,7424303,2104552,11302699,P30CA068485,9007.0,"TAMURA, MASAAKI"
26535,7424303,2104552,11287552,P30CA068485,9007.0,"TAMURA, MASAAKI"
26536,7424303,2104552,11751383,P30CA068485,9007.0,"TAMURA, MASAAKI"
26537,7424303,2104552,11551847,P30CA068485,9007.0,"TAMURA, MASAAKI"
26538,7424303,2104552,11369633,P30CA068485,9007.0,"TAMURA, MASAAKI"
26539,7424303,2104552,11248033,P30CA068485,9007.0,"TAMURA, MASAAKI"
26540,7424303,2104552,11702784,P30CA068485,9007.0,"TAMURA, MASAAKI"
26541,7424303,2104552,11152519,P30CA068485,9007.0,"TAMURA, MASAAKI"
26542,7424303,2104552,11774533,P30CA068485,9007.0,"TAMURA, MASAAKI"
26543,7424303,2104552,11511183,P30CA068485,9007.0,"TAMURA, MASAAKI"
26544,7424303,2104552,11687954,P30CA068485,9007.0,"TAMURA, MASAAKI"
26545,7424303,2104552,11694570,P30CA068485,9007.0,"TAMURA, MASAAKI"
26546,7424303,2104552,11381079,P30CA068485,9007.0,"TAMURA, MASAAKI"
26547,7424303,2104552,11764925,P30CA068485,9007.0,"TAMURA, MASAAKI"
26548,7424303,2104552,11698434,P30CA068485,9007.0,"TAMURA, MASAAKI"
26549,7424303,2104552,11062239,P30CA068485,9007.0,"TAMURA, MASAAKI"
26550,7424303,2104552,11332994,P30CA068485,9007.0,"TAMURA, MASAAKI"
26551,7424303,2104552,11120604,P30CA068485,9007.0,"TAMURA, MASAAKI"
26552,7424303,2104552,11533236,P30CA068485,9007.0,"TAMURA, MASAAKI"
26553,7424303,2104552,11246869,P30CA068485,9007.0,"TAMURA, MASAAKI"
26554,7424303,2104552,11371552,P30CA068485,9007.0,"TAMURA, MASAAKI"
26555,7424303,2104552,11591705,P30CA068485,9007.0,"TAMURA, MASAAKI"
26556,7424303,2104552,11784003,P30CA068485,9007.0,"TAMURA, MASAAKI"
26557,7424303,2104552,11160820,P30CA068485,9007.0,"TAMURA, MASAAKI"
26558,7424303,2104552,11112786,P30CA068485,9007.0,"TAMURA, MASAAKI"
26559,7424303,2104552,11145585,P30CA068485,9007.0,"TAMURA, MASAAKI"
26560,7424303,2104552,11562356,P30CA068485,9007.0,"TAMURA, MASAAKI"
26561,7424303,2104552,11278485,P30CA068485,9007.0,"TAMURA, MASAAKI"
26562,7424303,2104552,11590169,P30CA068485,9007.0,"TAMURA, MASAAKI"
26563,7424303,2104552,11319817,P30CA068485,9007.0,"TAMURA, MASAAKI"
26564,7424303,2104552,11158322,P30CA068485,9007.0,"TAMURA, MASAAKI"
26565,7424303,2104552,11355040,P30CA068485,9007.0,"TAMURA, MASAAKI"
26566,7424303,2104552,11494140,P30CA068485,9007.0,"TAMURA, MASAAKI"
26567,7424303,2104552,11274634,P30CA068485,9007.0,"TAMURA, MASAAKI"
26568,7424303,2104552,11566041,P30CA068485,9007.0,"TAMURA, MASAAKI"
26569,7424303,2104552,11375952,P30CA068485,9007.0,"TAMURA, MASAAKI"
26570,7424303,2104552,11382784,P30CA068485,9007.0,"TAMURA, MASAAKI"
26571,7424303,2104552,11399052,P30CA068485,9007.0,"TAMURA, MASAAKI"
26572,7424303,2104552,11160275,P30CA068485,9007.0,"TAMURA, MASAAKI"
26573,7424303,2104552,11170396,P30CA068485,9007.0,"TAMURA, MASAAKI"
26574,7424303,2104552,11713147,P30CA068485,9007.0,"TAMURA, MASAAKI"
26575,7424303,2104552,11916237,P30CA068485,9007.0,"TAMURA, MASAAKI"
26576,5935531,1893846,12868646,R01EY008266,,"LANDY, MICHAEL S"
26577,5935531,1893846,14632606,R01EY008266,,"LANDY, MICHAEL S"
26578,5935531,1893846,14765962,R01EY008266,,"LANDY, MICHAEL S"
26579,5935531,1893846,14632609,R01EY008266,,"LANDY, MICHAEL S"
26580,5935531,1893846,12858951,R01EY008266,,"LANDY, MICHAEL S"
26581,5935531,1893846,12972395,R01EY008266,,"LANDY, MICHAEL S"
26582,7340867,1879348,11018027,P30CA068485,9008.0,"PISTON, DAVID W."
26583,7340867,1879348,11290414,P30CA068485,9008.0,"PISTON, DAVID W."
26584,7340867,1879348,11586099,P30CA068485,9008.0,"PISTON, DAVID W."
26585,7340867,1879348,11371564,P30CA068485,9008.0,"PISTON, DAVID W."
26586,7340867,1879348,11522658,P30CA068485,9008.0,"PISTON, DAVID W."
26587,7340867,1879348,11267832,P30CA068485,9008.0,"PISTON, DAVID W."
26588,7340867,1879348,11559542,P30CA068485,9008.0,"PISTON, DAVID W."
26589,7340867,1879348,11459968,P30CA068485,9008.0,"PISTON, DAVID W."
26590,7340867,1879348,11735123,P30CA068485,9008.0,"PISTON, DAVID W."
26591,7340867,1879348,11585737,P30CA068485,9008.0,"PISTON, DAVID W."
26592,7340867,1879348,11054410,P30CA068485,9008.0,"PISTON, DAVID W."
26593,7340867,1879348,11673218,P30CA068485,9008.0,"PISTON, DAVID W."
26594,7340867,1879348,11494146,P30CA068485,9008.0,"PISTON, DAVID W."
26595,7340867,1879348,11413319,P30CA068485,9008.0,"PISTON, DAVID W."
26596,7340867,1879348,11774028,P30CA068485,9008.0,"PISTON, DAVID W."
26597,7340867,1879348,11751519,P30CA068485,9008.0,"PISTON, DAVID W."
26598,7340867,1879348,11729236,P30CA068485,9008.0,"PISTON, DAVID W."
26599,7340867,1879348,11764529,P30CA068485,9008.0,"PISTON, DAVID W."
26600,7340867,1879348,11289146,P30CA068485,9008.0,"PISTON, DAVID W."
26601,7340867,1879348,12369705,P30CA068485,9008.0,"PISTON, DAVID W."
26602,7340867,1879348,11568152,P30CA068485,9008.0,"PISTON, DAVID W."
26603,7340867,1879348,11560969,P30CA068485,9008.0,"PISTON, DAVID W."
26604,7340867,1879348,11359912,P30CA068485,9008.0,"PISTON, DAVID W."
26605,7340867,1879348,11278613,P30CA068485,9008.0,"PISTON, DAVID W."
26606,7340867,1879348,11160014,P30CA068485,9008.0,"PISTON, DAVID W."
26607,7340867,1879348,11679632,P30CA068485,9008.0,"PISTON, DAVID W."
26608,7340867,1879348,11350871,P30CA068485,9008.0,"PISTON, DAVID W."
26609,7340867,1879348,11389610,P30CA068485,9008.0,"PISTON, DAVID W."
26610,7340867,1879348,11714542,P30CA068485,9008.0,"PISTON, DAVID W."
26611,7340867,1879348,11414802,P30CA068485,9008.0,"PISTON, DAVID W."
26612,7340867,1879348,11556812,P30CA068485,9008.0,"PISTON, DAVID W."
26613,7340867,1879348,11292587,P30CA068485,9008.0,"PISTON, DAVID W."
26614,7340867,1879348,11404224,P30CA068485,9008.0,"PISTON, DAVID W."
26615,7340867,1879348,11454681,P30CA068485,9008.0,"PISTON, DAVID W."
26616,7340867,1879348,11278548,P30CA068485,9008.0,"PISTON, DAVID W."
26617,7340867,1879348,11279202,P30CA068485,9008.0,"PISTON, DAVID W."
26618,7340867,1879348,11549283,P30CA068485,9008.0,"PISTON, DAVID W."
26619,7340867,1879348,11239401,P30CA068485,9008.0,"PISTON, DAVID W."
26620,7340867,1879348,11739620,P30CA068485,9008.0,"PISTON, DAVID W."
26621,7340867,1879348,11412035,P30CA068485,9008.0,"PISTON, DAVID W."
26622,7340867,1879348,11313463,P30CA068485,9008.0,"PISTON, DAVID W."
26623,7340867,1879348,11319821,P30CA068485,9008.0,"PISTON, DAVID W."
26624,7340867,1879348,11302699,P30CA068485,9008.0,"PISTON, DAVID W."
26625,7340867,1879348,11287552,P30CA068485,9008.0,"PISTON, DAVID W."
26626,7340867,1879348,11751383,P30CA068485,9008.0,"PISTON, DAVID W."
26627,7340867,1879348,11551847,P30CA068485,9008.0,"PISTON, DAVID W."
26628,7340867,1879348,11369633,P30CA068485,9008.0,"PISTON, DAVID W."
26629,7340867,1879348,11248033,P30CA068485,9008.0,"PISTON, DAVID W."
26630,7340867,1879348,11702784,P30CA068485,9008.0,"PISTON, DAVID W."
26631,7340867,1879348,11152519,P30CA068485,9008.0,"PISTON, DAVID W."
26632,7340867,1879348,11774533,P30CA068485,9008.0,"PISTON, DAVID W."
26633,7340867,1879348,11511183,P30CA068485,9008.0,"PISTON, DAVID W."
26634,7340867,1879348,11687954,P30CA068485,9008.0,"PISTON, DAVID W."
26635,7340867,1879348,11694570,P30CA068485,9008.0,"PISTON, DAVID W."
26636,7340867,1879348,11381079,P30CA068485,9008.0,"PISTON, DAVID W."
26637,7340867,1879348,11764925,P30CA068485,9008.0,"PISTON, DAVID W."
26638,7340867,1879348,11698434,P30CA068485,9008.0,"PISTON, DAVID W."
26639,7340867,1879348,11062239,P30CA068485,9008.0,"PISTON, DAVID W."
26640,7340867,1879348,11332994,P30CA068485,9008.0,"PISTON, DAVID W."
26641,7340867,1879348,11120604,P30CA068485,9008.0,"PISTON, DAVID W."
26642,7340867,1879348,11533236,P30CA068485,9008.0,"PISTON, DAVID W."
26643,7340867,1879348,11246869,P30CA068485,9008.0,"PISTON, DAVID W."
26644,7340867,1879348,11371552,P30CA068485,9008.0,"PISTON, DAVID W."
26645,7340867,1879348,11591705,P30CA068485,9008.0,"PISTON, DAVID W."
26646,7340867,1879348,11784003,P30CA068485,9008.0,"PISTON, DAVID W."
26647,7340867,1879348,11160820,P30CA068485,9008.0,"PISTON, DAVID W."
26648,7340867,1879348,11112786,P30CA068485,9008.0,"PISTON, DAVID W."
26649,7340867,1879348,11145585,P30CA068485,9008.0,"PISTON, DAVID W."
26650,7340867,1879348,11562356,P30CA068485,9008.0,"PISTON, DAVID W."
26651,7340867,1879348,11278485,P30CA068485,9008.0,"PISTON, DAVID W."
26652,7340867,1879348,11590169,P30CA068485,9008.0,"PISTON, DAVID W."
26653,7340867,1879348,11319817,P30CA068485,9008.0,"PISTON, DAVID W."
26654,7340867,1879348,11158322,P30CA068485,9008.0,"PISTON, DAVID W."
26655,7340867,1879348,11355040,P30CA068485,9008.0,"PISTON, DAVID W."
26656,7340867,1879348,11494140,P30CA068485,9008.0,"PISTON, DAVID W."
26657,7340867,1879348,11274634,P30CA068485,9008.0,"PISTON, DAVID W."
26658,7340867,1879348,11566041,P30CA068485,9008.0,"PISTON, DAVID W."
26659,7340867,1879348,11375952,P30CA068485,9008.0,"PISTON, DAVID W."
26660,7340867,1879348,11382784,P30CA068485,9008.0,"PISTON, DAVID W."
26661,7340867,1879348,11399052,P30CA068485,9008.0,"PISTON, DAVID W."
26662,7340867,1879348,11160275,P30CA068485,9008.0,"PISTON, DAVID W."
26663,7340867,1879348,11170396,P30CA068485,9008.0,"PISTON, DAVID W."
26664,7340867,1879348,11713147,P30CA068485,9008.0,"PISTON, DAVID W."
26665,7340867,1879348,11916237,P30CA068485,9008.0,"PISTON, DAVID W."
26666,8245463,1889103,10170433,R01AA009283,,"WERCH, CHUDLEY E."
26667,5178144,1882700,8570764,K20MH001039,,"COPLAN, JEREMY D"
26668,8164243,2301711,18003906,P41RR001219,6266.0,"LEITH, ARDEAN"
26669,8164243,2301711,17215293,P41RR001219,6266.0,"LEITH, ARDEAN"
26670,8164243,2301711,18079724,P41RR001219,6266.0,"LEITH, ARDEAN"
26671,8164243,2301711,17277781,P41RR001219,6266.0,"LEITH, ARDEAN"
26672,8164243,2301711,16931050,P41RR001219,6266.0,"LEITH, ARDEAN"
26673,8164243,2301711,17996252,P41RR001219,6266.0,"LEITH, ARDEAN"
26674,8164243,2301711,17434183,P41RR001219,6266.0,"LEITH, ARDEAN"
26675,8164243,2301711,17327161,P41RR001219,6266.0,"LEITH, ARDEAN"
26676,8164243,2301711,17452324,P41RR001219,6266.0,"LEITH, ARDEAN"
26677,8164243,2301711,17606610,P41RR001219,6266.0,"LEITH, ARDEAN"
26678,8164243,2301711,17656762,P41RR001219,6266.0,"LEITH, ARDEAN"
26679,8164243,2301711,17435749,P41RR001219,6266.0,"LEITH, ARDEAN"
26680,8164243,2301711,17449628,P41RR001219,6266.0,"LEITH, ARDEAN"
26681,8164243,2301711,17055743,P41RR001219,6266.0,"LEITH, ARDEAN"
26682,8164243,2301711,17179934,P41RR001219,6266.0,"LEITH, ARDEAN"
26683,6062785,1877614,11018027,P30CA068485,9010.0,"MOSES, HAROLD L"
26684,6062785,1877614,11290414,P30CA068485,9010.0,"MOSES, HAROLD L"
26685,6062785,1877614,11586099,P30CA068485,9010.0,"MOSES, HAROLD L"
26686,6062785,1877614,11371564,P30CA068485,9010.0,"MOSES, HAROLD L"
26687,6062785,1877614,11522658,P30CA068485,9010.0,"MOSES, HAROLD L"
26688,6062785,1877614,11267832,P30CA068485,9010.0,"MOSES, HAROLD L"
26689,6062785,1877614,11559542,P30CA068485,9010.0,"MOSES, HAROLD L"
26690,6062785,1877614,11459968,P30CA068485,9010.0,"MOSES, HAROLD L"
26691,6062785,1877614,11735123,P30CA068485,9010.0,"MOSES, HAROLD L"
26692,6062785,1877614,11585737,P30CA068485,9010.0,"MOSES, HAROLD L"
26693,6062785,1877614,11054410,P30CA068485,9010.0,"MOSES, HAROLD L"
26694,6062785,1877614,11673218,P30CA068485,9010.0,"MOSES, HAROLD L"
26695,6062785,1877614,11494146,P30CA068485,9010.0,"MOSES, HAROLD L"
26696,6062785,1877614,11413319,P30CA068485,9010.0,"MOSES, HAROLD L"
26697,6062785,1877614,11774028,P30CA068485,9010.0,"MOSES, HAROLD L"
26698,6062785,1877614,11751519,P30CA068485,9010.0,"MOSES, HAROLD L"
26699,6062785,1877614,11729236,P30CA068485,9010.0,"MOSES, HAROLD L"
26700,6062785,1877614,11764529,P30CA068485,9010.0,"MOSES, HAROLD L"
26701,6062785,1877614,11289146,P30CA068485,9010.0,"MOSES, HAROLD L"
26702,6062785,1877614,12369705,P30CA068485,9010.0,"MOSES, HAROLD L"
26703,6062785,1877614,11568152,P30CA068485,9010.0,"MOSES, HAROLD L"
26704,6062785,1877614,11560969,P30CA068485,9010.0,"MOSES, HAROLD L"
26705,6062785,1877614,11359912,P30CA068485,9010.0,"MOSES, HAROLD L"
26706,6062785,1877614,11278613,P30CA068485,9010.0,"MOSES, HAROLD L"
26707,6062785,1877614,11160014,P30CA068485,9010.0,"MOSES, HAROLD L"
26708,6062785,1877614,11679632,P30CA068485,9010.0,"MOSES, HAROLD L"
26709,6062785,1877614,11350871,P30CA068485,9010.0,"MOSES, HAROLD L"
26710,6062785,1877614,11389610,P30CA068485,9010.0,"MOSES, HAROLD L"
26711,6062785,1877614,11714542,P30CA068485,9010.0,"MOSES, HAROLD L"
26712,6062785,1877614,11414802,P30CA068485,9010.0,"MOSES, HAROLD L"
26713,6062785,1877614,11556812,P30CA068485,9010.0,"MOSES, HAROLD L"
26714,6062785,1877614,11292587,P30CA068485,9010.0,"MOSES, HAROLD L"
26715,6062785,1877614,11404224,P30CA068485,9010.0,"MOSES, HAROLD L"
26716,6062785,1877614,11454681,P30CA068485,9010.0,"MOSES, HAROLD L"
26717,6062785,1877614,11278548,P30CA068485,9010.0,"MOSES, HAROLD L"
26718,6062785,1877614,11279202,P30CA068485,9010.0,"MOSES, HAROLD L"
26719,6062785,1877614,11549283,P30CA068485,9010.0,"MOSES, HAROLD L"
26720,6062785,1877614,11239401,P30CA068485,9010.0,"MOSES, HAROLD L"
26721,6062785,1877614,11739620,P30CA068485,9010.0,"MOSES, HAROLD L"
26722,6062785,1877614,11412035,P30CA068485,9010.0,"MOSES, HAROLD L"
26723,6062785,1877614,11313463,P30CA068485,9010.0,"MOSES, HAROLD L"
26724,6062785,1877614,11319821,P30CA068485,9010.0,"MOSES, HAROLD L"
26725,6062785,1877614,11302699,P30CA068485,9010.0,"MOSES, HAROLD L"
26726,6062785,1877614,11287552,P30CA068485,9010.0,"MOSES, HAROLD L"
26727,6062785,1877614,11751383,P30CA068485,9010.0,"MOSES, HAROLD L"
26728,6062785,1877614,11551847,P30CA068485,9010.0,"MOSES, HAROLD L"
26729,6062785,1877614,11369633,P30CA068485,9010.0,"MOSES, HAROLD L"
26730,6062785,1877614,11248033,P30CA068485,9010.0,"MOSES, HAROLD L"
26731,6062785,1877614,11702784,P30CA068485,9010.0,"MOSES, HAROLD L"
26732,6062785,1877614,11152519,P30CA068485,9010.0,"MOSES, HAROLD L"
26733,6062785,1877614,11774533,P30CA068485,9010.0,"MOSES, HAROLD L"
26734,6062785,1877614,11511183,P30CA068485,9010.0,"MOSES, HAROLD L"
26735,6062785,1877614,11687954,P30CA068485,9010.0,"MOSES, HAROLD L"
26736,6062785,1877614,11694570,P30CA068485,9010.0,"MOSES, HAROLD L"
26737,6062785,1877614,11381079,P30CA068485,9010.0,"MOSES, HAROLD L"
26738,6062785,1877614,11764925,P30CA068485,9010.0,"MOSES, HAROLD L"
26739,6062785,1877614,11698434,P30CA068485,9010.0,"MOSES, HAROLD L"
26740,6062785,1877614,11062239,P30CA068485,9010.0,"MOSES, HAROLD L"
26741,6062785,1877614,11332994,P30CA068485,9010.0,"MOSES, HAROLD L"
26742,6062785,1877614,11120604,P30CA068485,9010.0,"MOSES, HAROLD L"
26743,6062785,1877614,11533236,P30CA068485,9010.0,"MOSES, HAROLD L"
26744,6062785,1877614,11246869,P30CA068485,9010.0,"MOSES, HAROLD L"
26745,6062785,1877614,11371552,P30CA068485,9010.0,"MOSES, HAROLD L"
26746,6062785,1877614,11591705,P30CA068485,9010.0,"MOSES, HAROLD L"
26747,6062785,1877614,11784003,P30CA068485,9010.0,"MOSES, HAROLD L"
26748,6062785,1877614,11160820,P30CA068485,9010.0,"MOSES, HAROLD L"
26749,6062785,1877614,11112786,P30CA068485,9010.0,"MOSES, HAROLD L"
26750,6062785,1877614,11145585,P30CA068485,9010.0,"MOSES, HAROLD L"
26751,6062785,1877614,11562356,P30CA068485,9010.0,"MOSES, HAROLD L"
26752,6062785,1877614,11278485,P30CA068485,9010.0,"MOSES, HAROLD L"
26753,6062785,1877614,11590169,P30CA068485,9010.0,"MOSES, HAROLD L"
26754,6062785,1877614,11319817,P30CA068485,9010.0,"MOSES, HAROLD L"
26755,6062785,1877614,11158322,P30CA068485,9010.0,"MOSES, HAROLD L"
26756,6062785,1877614,11355040,P30CA068485,9010.0,"MOSES, HAROLD L"
26757,6062785,1877614,11494140,P30CA068485,9010.0,"MOSES, HAROLD L"
26758,6062785,1877614,11274634,P30CA068485,9010.0,"MOSES, HAROLD L"
26759,6062785,1877614,11566041,P30CA068485,9010.0,"MOSES, HAROLD L"
26760,6062785,1877614,11375952,P30CA068485,9010.0,"MOSES, HAROLD L"
26761,6062785,1877614,11382784,P30CA068485,9010.0,"MOSES, HAROLD L"
26762,6062785,1877614,11399052,P30CA068485,9010.0,"MOSES, HAROLD L"
26763,6062785,1877614,11160275,P30CA068485,9010.0,"MOSES, HAROLD L"
26764,6062785,1877614,11170396,P30CA068485,9010.0,"MOSES, HAROLD L"
26765,6062785,1877614,11713147,P30CA068485,9010.0,"MOSES, HAROLD L"
26766,6062785,1877614,11916237,P30CA068485,9010.0,"MOSES, HAROLD L"
26767,7018394,1887997,1544784,R01EY004567,,"FREDDO, THOMAS FRANK"
26768,7018394,1887997,1559763,R01EY004567,,"FREDDO, THOMAS FRANK"
26769,7018394,1887997,1478279,R01EY004567,,"FREDDO, THOMAS FRANK"
26770,76961,1872606,9086279,F32AR008355,,"BRUCKER, ERIC A"
26771,8541941,1885378,11232625,R37HL033343,,"RUDY, YORAM"
26772,8541941,1885378,11679410,R37HL033343,,"RUDY, YORAM"
26773,8541941,1885378,11781938,R37HL033343,,"RUDY, YORAM"
26774,8541941,1885378,11334834,R37HL033343,,"RUDY, YORAM"
26775,8541941,1885378,11551884,R37HL033343,,"RUDY, YORAM"
26776,8541941,1885378,11551883,R37HL033343,,"RUDY, YORAM"
26777,8541941,1885378,11232624,R37HL033343,,"RUDY, YORAM"
26778,8541941,1885378,11738317,R37HL033343,,"RUDY, YORAM"
26779,8541941,1885378,11720995,R37HL033343,,"RUDY, YORAM"
26780,6362902,1872551,15096709,R01EB000712,,"WANG, LIHONG"
26781,6362902,1872551,12868851,R01EB000712,,"WANG, LIHONG"
26782,6362902,1872551,12885022,R01EB000712,,"WANG, LIHONG"
26783,6362902,1872551,12786294,R01EB000712,,"WANG, LIHONG"
26784,6362902,1872551,12962400,R01EB000712,,"WANG, LIHONG"
26785,5178144,1882700,8912949,K20MH001039,,"COPLAN, JEREMY D"
26786,8294835,8776341,11018027,P30CA068485,9011.0,"HANLEY, GREGORY A."
26787,8294835,8776341,11290414,P30CA068485,9011.0,"HANLEY, GREGORY A."
26788,8294835,8776341,11586099,P30CA068485,9011.0,"HANLEY, GREGORY A."
26789,8294835,8776341,11371564,P30CA068485,9011.0,"HANLEY, GREGORY A."
26790,8294835,8776341,11522658,P30CA068485,9011.0,"HANLEY, GREGORY A."
26791,8294835,8776341,11267832,P30CA068485,9011.0,"HANLEY, GREGORY A."
26792,8294835,8776341,11559542,P30CA068485,9011.0,"HANLEY, GREGORY A."
26793,8294835,8776341,11459968,P30CA068485,9011.0,"HANLEY, GREGORY A."
26794,8294835,8776341,11735123,P30CA068485,9011.0,"HANLEY, GREGORY A."
26795,8294835,8776341,11585737,P30CA068485,9011.0,"HANLEY, GREGORY A."
26796,8294835,8776341,11054410,P30CA068485,9011.0,"HANLEY, GREGORY A."
26797,8294835,8776341,11673218,P30CA068485,9011.0,"HANLEY, GREGORY A."
26798,8294835,8776341,11494146,P30CA068485,9011.0,"HANLEY, GREGORY A."
26799,8294835,8776341,11413319,P30CA068485,9011.0,"HANLEY, GREGORY A."
26800,8294835,8776341,11774028,P30CA068485,9011.0,"HANLEY, GREGORY A."
26801,8294835,8776341,11751519,P30CA068485,9011.0,"HANLEY, GREGORY A."
26802,8294835,8776341,11729236,P30CA068485,9011.0,"HANLEY, GREGORY A."
26803,8294835,8776341,11764529,P30CA068485,9011.0,"HANLEY, GREGORY A."
26804,8294835,8776341,11289146,P30CA068485,9011.0,"HANLEY, GREGORY A."
26805,8294835,8776341,12369705,P30CA068485,9011.0,"HANLEY, GREGORY A."
26806,8294835,8776341,11568152,P30CA068485,9011.0,"HANLEY, GREGORY A."
26807,8294835,8776341,11560969,P30CA068485,9011.0,"HANLEY, GREGORY A."
26808,8294835,8776341,11359912,P30CA068485,9011.0,"HANLEY, GREGORY A."
26809,8294835,8776341,11278613,P30CA068485,9011.0,"HANLEY, GREGORY A."
26810,8294835,8776341,11160014,P30CA068485,9011.0,"HANLEY, GREGORY A."
26811,8294835,8776341,11679632,P30CA068485,9011.0,"HANLEY, GREGORY A."
26812,8294835,8776341,11350871,P30CA068485,9011.0,"HANLEY, GREGORY A."
26813,8294835,8776341,11389610,P30CA068485,9011.0,"HANLEY, GREGORY A."
26814,8294835,8776341,11714542,P30CA068485,9011.0,"HANLEY, GREGORY A."
26815,8294835,8776341,11414802,P30CA068485,9011.0,"HANLEY, GREGORY A."
26816,8294835,8776341,11556812,P30CA068485,9011.0,"HANLEY, GREGORY A."
26817,8294835,8776341,11292587,P30CA068485,9011.0,"HANLEY, GREGORY A."
26818,8294835,8776341,11404224,P30CA068485,9011.0,"HANLEY, GREGORY A."
26819,8294835,8776341,11454681,P30CA068485,9011.0,"HANLEY, GREGORY A."
26820,8294835,8776341,11278548,P30CA068485,9011.0,"HANLEY, GREGORY A."
26821,8294835,8776341,11279202,P30CA068485,9011.0,"HANLEY, GREGORY A."
26822,8294835,8776341,11549283,P30CA068485,9011.0,"HANLEY, GREGORY A."
26823,8294835,8776341,11239401,P30CA068485,9011.0,"HANLEY, GREGORY A."
26824,8294835,8776341,11739620,P30CA068485,9011.0,"HANLEY, GREGORY A."
26825,8294835,8776341,11412035,P30CA068485,9011.0,"HANLEY, GREGORY A."
26826,8294835,8776341,11313463,P30CA068485,9011.0,"HANLEY, GREGORY A."
26827,8294835,8776341,11319821,P30CA068485,9011.0,"HANLEY, GREGORY A."
26828,8294835,8776341,11302699,P30CA068485,9011.0,"HANLEY, GREGORY A."
26829,8294835,8776341,11287552,P30CA068485,9011.0,"HANLEY, GREGORY A."
26830,8294835,8776341,11751383,P30CA068485,9011.0,"HANLEY, GREGORY A."
26831,8294835,8776341,11551847,P30CA068485,9011.0,"HANLEY, GREGORY A."
26832,8294835,8776341,11369633,P30CA068485,9011.0,"HANLEY, GREGORY A."
26833,8294835,8776341,11248033,P30CA068485,9011.0,"HANLEY, GREGORY A."
26834,8294835,8776341,11702784,P30CA068485,9011.0,"HANLEY, GREGORY A."
26835,8294835,8776341,11152519,P30CA068485,9011.0,"HANLEY, GREGORY A."
26836,8294835,8776341,11774533,P30CA068485,9011.0,"HANLEY, GREGORY A."
26837,8294835,8776341,11511183,P30CA068485,9011.0,"HANLEY, GREGORY A."
26838,8294835,8776341,11687954,P30CA068485,9011.0,"HANLEY, GREGORY A."
26839,8294835,8776341,11694570,P30CA068485,9011.0,"HANLEY, GREGORY A."
26840,8294835,8776341,11381079,P30CA068485,9011.0,"HANLEY, GREGORY A."
26841,8294835,8776341,11764925,P30CA068485,9011.0,"HANLEY, GREGORY A."
26842,8294835,8776341,11698434,P30CA068485,9011.0,"HANLEY, GREGORY A."
26843,8294835,8776341,11062239,P30CA068485,9011.0,"HANLEY, GREGORY A."
26844,8294835,8776341,11332994,P30CA068485,9011.0,"HANLEY, GREGORY A."
26845,8294835,8776341,11120604,P30CA068485,9011.0,"HANLEY, GREGORY A."
26846,8294835,8776341,11533236,P30CA068485,9011.0,"HANLEY, GREGORY A."
